user_id,variant,order_value,order_value_pre
u_04553,variant,66.5,63.65
u_04554,variant,51.77,57.92
u_04555,variant,55.55,45.88
u_04556,variant,49.16,49.78
u_04557,variant,88.04,70.29
u_04558,variant,86.7,70.01
u_04559,variant,34.22,26.65
u_04560,variant,113.3,99.26
u_04561,variant,19.68,20.3
u_04562,variant,62.33,42.17
u_04563,variant,45.66,56.39
u_04564,variant,39.36,17.92
u_04565,variant,11.08,11.75
u_04566,variant,48.58,32.84
u_04567,variant,63.69,74.7
u_04568,variant,80.8,61.89
u_04569,variant,60.15,61.33
u_04570,variant,36.11,22.44
u_04571,variant,72.48,67.1
u_04572,variant,22.82,30.91
u_04573,variant,29.42,53.34
u_04574,variant,64.98,44.91
u_04575,variant,37.22,36.74
u_04576,variant,37.94,49.38
u_04577,variant,70.07,66.92
u_04578,variant,34.92,32.15
u_04579,variant,40.57,49.18
u_04580,variant,60.22,56.4
u_04581,variant,7.96,14.99
u_04582,variant,64.92,41.63
u_04583,variant,67.38,59.36
u_04584,variant,68.26,51.15
u_04585,variant,66.97,44.55
u_04586,variant,41.41,38.47
u_04587,variant,51.74,62.43
u_04588,variant,20.65,6.59
u_04589,variant,32.49,23.52
u_04590,variant,57.9,40.19
u_04591,variant,69.48,77.09
u_04592,variant,85.86,76.18
u_04593,variant,99.85,91.2
u_04594,variant,28.42,30.74
u_04595,variant,28.78,28.06
u_04596,variant,88.37,74.32
u_04597,variant,23.87,21.25
u_04598,variant,48.05,52.13
u_04599,variant,81.61,73.13
u_04600,variant,40.78,46.81
u_04601,variant,71.3,58.76
u_04602,variant,38.13,2.59
u_04603,variant,41.33,40.18
u_04604,variant,58.28,53.76
u_04605,variant,76.09,83.44
u_04606,variant,86.44,87.84
u_04607,variant,32.77,32.76
u_04608,variant,36.76,40.18
u_04609,variant,64.26,69.51
u_04610,variant,13.59,13.16
u_04611,variant,63.87,81.09
u_04612,variant,67.33,57.32
u_04613,variant,25.24,20.19
u_04614,variant,5.58,5.46
u_04615,variant,74.7,63.52
u_04616,variant,93.19,81.95
u_04617,variant,96.55,88.38
u_04618,variant,90.25,83.05
u_04619,variant,17.71,20.22
u_04620,variant,38.91,44.81
u_04621,variant,54.77,30.95
u_04622,variant,47.51,33.59
u_04623,variant,62.95,56.94
u_04624,variant,27.43,17.15
u_04625,variant,21.16,14.18
u_04626,variant,16.02,24.31
u_04627,variant,73.18,69.73
u_04628,variant,14.95,9.58
u_04629,variant,43.39,39.21
u_04630,variant,39.82,44.85
u_04631,variant,30.46,44.2
u_04632,variant,30.27,43.48
u_04633,variant,43.93,20.19
u_04634,variant,9.49,18.52
u_04635,variant,41.33,41.8
u_04636,variant,33.33,27.94
u_04637,variant,28.62,22.42
u_04638,variant,82.88,93.99
u_04639,variant,22.56,13.22
u_04640,variant,50.64,28.6
u_04641,variant,56.73,58.51
u_04642,variant,85.77,104.0
u_04643,variant,40.85,20.2
u_04644,variant,74.06,82.69
u_04645,variant,32.26,41.7
u_04646,variant,47.94,58.07
u_04647,variant,65.38,65.24
u_04648,variant,91.92,92.79
u_04649,variant,29.95,32.86
u_04650,variant,63.02,45.93
u_04651,variant,48.44,57.05
u_04652,variant,35.02,50.08
u_04653,variant,76.97,56.67
u_04654,variant,32.29,32.44
u_04655,variant,46.01,41.69
u_04656,variant,21.89,1.0
u_04657,variant,78.45,48.58
u_04658,variant,43.94,46.7
u_04659,variant,90.27,69.65
u_04660,variant,29.29,8.07
u_04661,variant,106.77,100.86
u_04662,variant,70.76,64.63
u_04663,variant,1.0,13.26
u_04664,variant,62.35,72.03
u_04665,variant,31.78,31.41
u_04666,variant,37.97,33.89
u_04667,variant,28.66,23.2
u_04668,variant,89.32,74.35
u_04669,variant,11.66,20.46
u_04670,variant,43.72,45.76
u_04671,variant,43.69,43.61
u_04672,variant,39.01,37.4
u_04673,variant,38.36,35.6
u_04674,variant,12.38,10.81
u_04675,variant,49.21,51.02
u_04676,variant,60.4,50.07
u_04677,variant,42.4,43.24
u_04678,variant,25.79,21.55
u_04679,variant,41.95,48.06
u_04680,variant,95.23,77.44
u_04681,variant,32.13,26.93
u_04682,variant,43.6,32.25
u_04683,variant,51.8,55.3
u_04684,variant,8.1,29.13
u_04685,variant,36.64,43.25
u_04686,variant,38.37,42.69
u_04687,variant,59.97,49.65
u_04688,variant,91.49,81.73
u_04689,variant,14.77,26.65
u_04690,variant,84.83,83.93
u_04691,variant,63.24,52.76
u_04692,variant,108.88,102.86
u_04693,variant,11.64,12.8
u_04694,variant,5.99,5.63
u_04695,variant,155.81,120.33
u_04696,variant,16.46,8.79
u_04697,variant,30.74,28.27
u_04698,variant,7.92,33.81
u_04699,variant,30.5,22.63
u_04700,variant,69.49,78.74
u_04701,variant,31.45,30.25
u_04702,variant,26.36,32.29
u_04703,variant,104.24,105.26
u_04704,variant,11.78,19.49
u_04705,variant,76.81,74.19
u_04706,variant,41.15,49.55
u_04707,variant,45.06,28.89
u_04708,variant,26.83,43.67
u_04709,variant,59.28,45.88
u_04710,variant,38.3,19.94
u_04711,variant,73.99,66.1
u_04712,variant,27.75,21.65
u_04713,variant,69.79,71.15
u_04714,variant,37.3,32.43
u_04715,variant,32.55,57.5
u_04716,variant,38.26,45.82
u_04717,variant,48.13,27.86
u_04718,variant,83.46,100.84
u_04719,variant,84.64,84.8
u_04720,variant,74.19,53.84
u_04721,variant,69.05,80.98
u_04722,variant,60.12,76.44
u_04723,variant,29.51,31.11
u_04724,variant,45.69,38.46
u_04725,variant,1.0,14.2
u_04726,variant,21.87,15.5
u_04727,variant,6.09,13.22
u_04728,variant,27.5,42.56
u_04729,variant,57.32,47.56
u_04730,variant,39.93,25.38
u_04731,variant,63.14,61.44
u_04732,variant,30.69,33.51
u_04733,variant,59.56,41.78
u_04734,variant,36.0,25.73
u_04735,variant,80.5,96.62
u_04736,variant,2.61,41.15
u_04737,variant,63.71,57.94
u_04738,variant,26.81,39.29
u_04739,variant,93.28,100.52
u_04740,variant,96.17,87.18
u_04741,variant,44.18,59.83
u_04742,variant,55.62,66.22
u_04743,variant,70.69,52.54
u_04744,variant,63.44,61.71
u_04745,variant,66.13,69.79
u_04746,variant,33.99,25.4
u_04747,variant,37.3,42.83
u_04748,variant,26.73,31.79
u_04749,variant,91.67,90.03
u_04750,variant,24.16,29.51
u_04751,variant,98.37,99.07
u_04752,variant,55.53,41.69
u_04753,variant,73.83,60.7
u_04754,variant,34.45,28.15
u_04755,variant,22.81,21.64
u_04756,variant,96.78,80.12
u_04757,variant,60.05,62.4
u_04758,variant,8.49,25.11
u_04759,variant,51.3,49.32
u_04760,variant,41.85,33.47
u_04761,variant,62.58,47.22
u_04762,variant,22.74,33.6
u_04763,variant,8.05,22.42
u_04764,variant,30.26,44.13
u_04765,variant,19.3,30.93
u_04766,variant,96.49,92.41
u_04767,variant,78.42,54.14
u_04768,variant,69.44,74.31
u_04769,variant,4.43,8.83
u_04770,variant,28.32,46.24
u_04771,variant,49.4,25.67
u_04772,variant,13.99,25.63
u_04773,variant,77.45,55.72
u_04774,variant,71.55,37.54
u_04775,variant,82.74,67.21
u_04776,variant,78.41,55.71
u_04777,variant,70.72,66.96
u_04778,variant,149.77,147.44
u_04779,variant,51.78,37.75
u_04780,variant,35.36,31.04
u_04781,variant,51.43,63.23
u_04782,variant,79.85,75.48
u_04783,variant,10.93,12.9
u_04784,variant,38.91,37.54
u_04785,variant,27.85,21.59
u_04786,variant,47.65,40.56
u_04787,variant,42.57,39.67
u_04788,variant,86.2,61.81
u_04789,variant,52.0,61.69
u_04790,variant,45.39,38.19
u_04791,variant,48.67,60.59
u_04792,variant,22.29,20.29
u_04793,variant,65.51,51.04
u_04794,variant,12.34,21.92
u_04795,variant,83.27,64.91
u_04796,variant,10.02,20.44
u_04797,variant,63.49,47.52
u_04798,variant,28.34,16.53
u_04799,variant,82.47,90.13
u_04800,variant,16.32,11.08
u_04801,variant,38.05,46.22
u_04802,variant,68.31,58.87
u_04803,variant,51.48,49.46
u_04804,variant,43.11,62.0
u_04805,variant,13.42,19.79
u_04806,variant,10.53,16.83
u_04807,variant,48.33,47.4
u_04808,variant,52.31,41.66
u_04809,variant,19.46,18.36
u_04810,variant,32.13,18.95
u_04811,variant,41.71,53.56
u_04812,variant,34.34,40.27
u_04813,variant,108.9,99.85
u_04814,variant,96.6,88.46
u_04815,variant,56.92,51.35
u_04816,variant,103.99,96.61
u_04817,variant,39.16,40.05
u_04818,variant,33.91,50.05
u_04819,variant,88.7,82.84
u_04820,variant,43.34,46.82
u_04821,variant,49.68,55.04
u_04822,variant,19.06,17.06
u_04823,variant,85.14,69.87
u_04824,variant,54.51,56.25
u_04825,variant,38.52,47.68
u_04826,variant,39.66,25.44
u_04827,variant,92.07,71.25
u_04828,variant,25.12,31.79
u_04829,variant,25.28,23.91
u_04830,variant,78.21,75.57
u_04831,variant,69.73,87.38
u_04832,variant,25.63,40.78
u_04833,variant,126.08,122.25
u_04834,variant,43.12,43.6
u_04835,variant,27.53,29.29
u_04836,variant,59.62,69.71
u_04837,variant,21.55,20.29
u_04838,variant,31.73,32.76
u_04839,variant,39.81,65.38
u_04840,variant,47.13,51.92
u_04841,variant,72.31,59.3
u_04842,variant,12.32,12.01
u_04843,variant,98.12,100.59
u_04844,variant,33.35,39.89
u_04845,variant,47.13,47.95
u_04846,variant,35.48,51.04
u_04847,variant,16.82,23.55
u_04848,variant,39.65,39.3
u_04849,variant,60.51,51.0
u_04850,variant,43.38,48.11
u_04851,variant,38.39,26.78
u_04852,variant,54.75,56.36
u_04853,variant,78.88,69.89
u_04854,variant,38.98,29.64
u_04855,variant,58.59,47.9
u_04856,variant,81.73,68.21
u_04857,variant,57.27,52.49
u_04858,variant,61.15,46.66
u_04859,variant,51.97,52.54
u_04860,variant,57.31,47.36
u_04861,variant,43.82,35.11
u_04862,variant,23.34,17.81
u_04863,variant,18.23,17.5
u_04864,variant,61.02,58.96
u_04865,variant,47.88,34.81
u_04866,variant,48.7,62.84
u_04867,variant,24.14,36.44
u_04868,variant,36.74,33.62
u_04869,variant,38.61,42.26
u_04870,variant,22.15,16.55
u_04871,variant,24.34,29.94
u_04872,variant,31.11,30.62
u_04873,variant,41.8,46.69
u_04874,variant,40.7,29.26
u_04875,variant,51.13,54.92
u_04876,variant,51.69,43.72
u_04877,variant,33.74,48.23
u_04878,variant,26.7,37.65
u_04879,variant,51.12,39.73
u_04880,variant,93.37,87.51
u_04881,variant,37.08,9.75
u_04882,variant,121.7,116.31
u_04883,variant,52.32,34.46
u_04884,variant,73.67,69.54
u_04885,variant,60.12,55.01
u_04886,variant,70.66,64.42
u_04887,variant,37.56,23.46
u_04888,variant,26.35,15.88
u_04889,variant,23.27,13.3
u_04890,variant,42.63,36.46
u_04891,variant,59.98,41.65
u_04892,variant,26.47,38.72
u_04893,variant,59.11,58.78
u_04894,variant,33.94,39.96
u_04895,variant,19.26,27.25
u_04896,variant,31.49,47.99
u_04897,variant,70.22,58.8
u_04898,variant,90.72,93.41
u_04899,variant,113.03,104.3
u_04900,variant,52.6,44.71
u_04901,variant,72.18,64.2
u_04902,variant,23.27,24.15
u_04903,variant,10.97,25.9
u_04904,variant,22.3,24.37
u_04905,variant,74.52,68.21
u_04906,variant,88.13,84.46
u_04907,variant,126.28,121.25
u_04908,variant,27.57,33.13
u_04909,variant,42.0,38.4
u_04910,variant,19.38,2.38
u_04911,variant,23.12,23.49
u_04912,variant,34.79,36.49
u_04913,variant,23.56,38.16
u_04914,variant,28.36,27.43
u_04915,variant,31.32,30.61
u_04916,variant,105.93,87.72
u_04917,variant,73.3,67.27
u_04918,variant,28.28,19.33
u_04919,variant,79.05,70.27
u_04920,variant,41.12,20.86
u_04921,variant,12.57,16.15
u_04922,variant,42.93,45.91
u_04923,variant,51.0,57.57
u_04924,variant,47.61,28.5
u_04925,variant,63.5,69.58
u_04926,variant,23.6,24.94
u_04927,variant,52.51,70.95
u_04928,variant,36.48,20.65
u_04929,variant,45.86,58.68
u_04930,variant,27.59,42.47
u_04931,variant,45.1,23.09
u_04932,variant,104.96,113.36
u_04933,variant,34.11,31.5
u_04934,variant,14.51,16.28
u_04935,variant,60.51,48.23
u_04936,variant,37.3,36.36
u_04937,variant,48.28,48.29
u_04938,variant,62.69,47.99
u_04939,variant,34.8,34.35
u_04940,variant,51.72,68.94
u_04941,variant,36.27,44.85
u_04942,variant,25.54,17.27
u_04943,variant,59.84,66.67
u_04944,variant,32.38,34.93
u_04945,variant,63.24,50.03
u_04946,variant,15.81,18.06
u_04947,variant,73.08,70.47
u_04948,variant,120.22,118.18
u_04949,variant,19.83,24.88
u_04950,variant,73.19,68.44
u_04951,variant,39.95,39.98
u_04952,variant,37.9,53.89
u_04953,variant,66.34,58.97
u_04954,variant,55.59,64.44
u_04955,variant,87.45,76.22
u_04956,variant,20.83,26.48
u_04957,variant,71.72,73.75
u_04958,variant,49.34,59.19
u_04959,variant,17.91,27.16
u_04960,variant,32.41,41.87
u_04961,variant,52.83,48.09
u_04962,variant,40.15,30.07
u_04963,variant,60.92,61.92
u_04964,variant,42.16,23.15
u_04965,variant,90.5,104.78
u_04966,variant,150.64,147.49
u_04967,variant,60.11,58.22
u_04968,variant,51.16,45.4
u_04969,variant,18.0,19.95
u_04970,variant,77.6,80.63
u_04971,variant,48.27,57.47
u_04972,variant,22.12,46.83
u_04973,variant,22.52,34.08
u_04974,variant,39.73,43.97
u_04975,variant,37.3,48.75
u_04976,variant,69.37,72.75
u_04977,variant,47.46,33.45
u_04978,variant,52.54,59.04
u_04979,variant,35.79,18.31
u_04980,variant,31.23,45.74
u_04981,variant,94.1,85.43
u_04982,variant,78.49,53.9
u_04983,variant,44.65,54.03
u_04984,variant,46.03,44.11
u_04985,variant,38.53,38.63
u_04986,variant,16.86,20.29
u_04987,variant,7.73,20.86
u_04988,variant,108.42,85.07
u_04989,variant,35.56,28.67
u_04990,variant,44.79,41.13
u_04991,variant,141.5,136.75
u_04992,variant,15.69,28.35
u_04993,variant,36.39,46.23
u_04994,variant,86.58,76.78
u_04995,variant,98.38,115.38
u_04996,variant,60.25,53.65
u_04997,variant,88.67,75.62
u_04998,variant,44.69,48.82
u_04999,variant,12.61,3.04
u_05000,variant,63.66,76.7
u_05001,variant,55.23,36.26
u_05002,variant,25.36,55.91
u_05003,variant,34.92,52.56
u_05004,variant,68.45,59.03
u_05005,variant,66.0,63.72
u_05006,variant,35.02,42.72
u_05007,variant,47.63,50.43
u_05008,variant,26.94,24.2
u_05009,variant,44.72,38.01
u_05010,variant,16.42,11.68
u_05011,variant,27.94,25.5
u_05012,variant,41.59,50.33
u_05013,variant,51.49,46.36
u_05014,variant,28.55,32.98
u_05015,variant,40.23,34.46
u_05016,variant,55.31,59.83
u_05017,variant,73.44,64.79
u_05018,variant,60.96,66.85
u_05019,variant,11.84,19.65
u_05020,variant,13.72,8.64
u_05021,variant,46.51,32.64
u_05022,variant,16.85,1.0
u_05023,variant,91.3,103.41
u_05024,variant,32.23,38.89
u_05025,variant,16.34,37.55
u_05026,variant,44.1,29.52
u_05027,variant,7.25,4.58
u_05028,variant,21.58,23.27
u_05029,variant,48.65,37.95
u_05030,variant,35.13,34.72
u_05031,variant,28.35,36.38
u_05032,variant,74.33,48.67
u_05033,variant,86.21,56.15
u_05034,variant,52.03,47.57
u_05035,variant,84.24,59.58
u_05036,variant,32.21,21.39
u_05037,variant,84.86,71.54
u_05038,variant,45.03,49.12
u_05039,variant,58.17,81.01
u_05040,variant,55.46,40.59
u_05041,variant,36.04,56.08
u_05042,variant,117.59,113.92
u_05043,variant,49.4,47.38
u_05044,variant,75.93,87.78
u_05045,variant,75.53,61.35
u_05046,variant,60.69,54.54
u_05047,variant,67.9,60.33
u_05048,variant,38.62,39.96
u_05049,variant,28.83,19.38
u_05050,variant,24.93,30.14
u_05051,variant,45.0,57.06
u_05052,variant,62.52,50.29
u_05053,variant,57.91,56.95
u_05054,variant,24.78,34.11
u_05055,variant,26.34,29.17
u_05056,variant,62.78,71.04
u_05057,variant,57.02,41.41
u_05058,variant,47.32,38.13
u_05059,variant,45.45,52.31
u_05060,variant,19.0,21.63
u_05061,variant,92.74,80.95
u_05062,variant,94.24,86.35
u_05063,variant,46.77,54.13
u_05064,variant,18.76,1.0
u_05065,variant,48.59,47.38
u_05066,variant,79.49,84.62
u_05067,variant,45.26,25.24
u_05068,variant,39.82,31.92
u_05069,variant,63.52,73.54
u_05070,variant,26.87,39.47
u_05071,variant,53.93,42.4
u_05072,variant,14.22,2.71
u_05073,variant,91.92,74.53
u_05074,variant,66.48,68.54
u_05075,variant,69.58,62.99
u_05076,variant,31.5,24.93
u_05077,variant,95.94,113.45
u_05078,variant,43.69,45.05
u_05079,variant,99.97,82.31
u_05080,variant,61.76,43.21
u_05081,variant,75.21,54.14
u_05082,variant,78.7,60.08
u_05083,variant,38.57,31.23
u_05084,variant,19.04,26.45
u_05085,variant,78.63,80.45
u_05086,variant,5.48,37.03
u_05087,variant,55.17,63.71
u_05088,variant,90.33,82.37
u_05089,variant,10.65,13.26
u_05090,variant,43.78,43.54
u_05091,variant,19.08,22.65
u_05092,variant,33.73,23.97
u_05093,variant,76.64,70.88
u_05094,variant,78.5,75.37
u_05095,variant,72.6,70.17
u_05096,variant,36.46,24.1
u_05097,variant,2.6,6.31
u_05098,variant,29.92,36.63
u_05099,variant,32.68,37.65
u_05100,variant,12.94,26.21
u_05101,variant,75.91,76.87
u_05102,variant,108.8,83.59
u_05103,variant,51.35,44.78
u_05104,variant,23.87,17.68
u_05105,variant,82.28,91.19
u_05106,variant,54.4,54.83
u_05107,variant,54.03,49.27
u_05108,variant,58.19,56.56
u_05109,variant,14.87,31.62
u_05110,variant,25.36,34.5
u_05111,variant,51.07,46.61
u_05112,variant,43.12,57.35
u_05113,variant,57.91,66.2
u_05114,variant,66.46,57.18
u_05115,variant,29.18,29.21
u_05116,variant,14.65,26.24
u_05117,variant,48.26,49.76
u_05118,variant,36.47,36.96
u_05119,variant,8.27,6.62
u_05120,variant,30.34,40.94
u_05121,variant,60.01,34.64
u_05122,variant,47.85,20.24
u_05123,variant,47.97,44.65
u_05124,variant,28.45,33.03
u_05125,variant,71.0,50.47
u_05126,variant,13.16,26.79
u_05127,variant,47.55,45.12
u_05128,variant,46.37,40.23
u_05129,variant,80.88,82.81
u_05130,variant,49.22,39.35
u_05131,variant,90.82,101.82
u_05132,variant,97.82,79.37
u_05133,variant,22.93,14.22
u_05134,variant,42.53,46.02
u_05135,variant,26.81,35.47
u_05136,variant,55.2,46.52
u_05137,variant,36.25,33.89
u_05138,variant,55.94,35.66
u_05139,variant,51.83,31.71
u_05140,variant,152.92,143.63
u_05141,variant,43.09,35.82
u_05142,variant,31.36,27.5
u_05143,variant,85.54,58.11
u_05144,variant,82.07,58.59
u_05145,variant,53.0,52.78
u_05146,variant,79.87,79.49
u_05147,variant,140.67,134.73
u_05148,variant,44.78,29.14
u_05149,variant,30.53,30.09
u_05150,variant,68.51,58.13
u_05151,variant,77.43,71.28
u_05152,variant,108.39,87.76
u_05153,variant,69.2,52.11
u_05154,variant,45.67,45.08
u_05155,variant,16.43,41.02
u_05156,variant,84.92,88.57
u_05157,variant,65.76,48.23
u_05158,variant,10.02,19.62
u_05159,variant,115.73,99.75
u_05160,variant,25.51,28.66
u_05161,variant,83.74,65.24
u_05162,variant,47.96,53.7
u_05163,variant,10.03,39.78
u_05164,variant,47.95,36.38
u_05165,variant,32.71,59.86
u_05166,variant,4.74,22.25
u_05167,variant,72.53,48.54
u_05168,variant,78.27,60.48
u_05169,variant,60.04,61.35
u_05170,variant,45.1,39.9
u_05171,variant,65.49,52.12
u_05172,variant,10.52,5.51
u_05173,variant,34.36,37.26
u_05174,variant,41.38,35.1
u_05175,variant,41.31,45.92
u_05176,variant,10.15,31.83
u_05177,variant,10.9,3.77
u_05178,variant,35.86,29.24
u_05179,variant,47.49,53.52
u_05180,variant,27.21,30.86
u_05181,variant,30.16,32.57
u_05182,variant,102.76,88.39
u_05183,variant,41.98,17.01
u_05184,variant,53.8,45.08
u_05185,variant,87.29,77.76
u_05186,variant,44.31,35.75
u_05187,variant,70.01,42.68
u_05188,variant,34.89,42.76
u_05189,variant,47.39,48.21
u_05190,variant,99.15,93.86
u_05191,variant,58.92,70.33
u_05192,variant,49.37,57.11
u_05193,variant,27.07,52.0
u_05194,variant,27.69,11.02
u_05195,variant,84.64,64.9
u_05196,variant,25.6,46.45
u_05197,variant,35.35,32.81
u_05198,variant,34.38,29.18
u_05199,variant,44.22,37.18
u_05200,variant,23.14,28.01
u_05201,variant,78.01,82.88
u_05202,variant,45.57,37.95
u_05203,variant,56.68,41.76
u_05204,variant,48.34,56.38
u_05205,variant,54.89,42.99
u_05206,variant,89.4,64.61
u_05207,variant,28.94,23.67
u_05208,variant,45.96,37.37
u_05209,variant,65.51,56.0
u_05210,variant,89.65,85.25
u_05211,variant,82.55,58.5
u_05212,variant,71.12,60.27
u_05213,variant,27.5,52.12
u_05214,variant,51.71,48.74
u_05215,variant,92.92,85.37
u_05216,variant,38.47,28.25
u_05217,variant,58.5,63.77
u_05218,variant,22.09,17.93
u_05219,variant,54.74,57.21
u_05220,variant,47.07,45.18
u_05221,variant,65.06,65.7
u_05222,variant,44.73,13.27
u_05223,variant,10.79,7.65
u_05224,variant,67.16,61.26
u_05225,variant,28.84,28.31
u_05226,variant,24.6,37.76
u_05227,variant,53.93,44.26
u_05228,variant,97.67,102.88
u_05229,variant,32.4,41.45
u_05230,variant,28.51,35.38
u_05231,variant,71.27,58.39
u_05232,variant,44.83,28.46
u_05233,variant,84.8,68.07
u_05234,variant,37.21,50.8
u_05235,variant,35.44,38.87
u_05236,variant,24.17,37.56
u_05237,variant,45.66,71.6
u_05238,variant,25.6,34.29
u_05239,variant,40.71,24.58
u_05240,variant,84.73,74.77
u_05241,variant,124.5,126.18
u_05242,variant,55.04,52.17
u_05243,variant,76.41,87.86
u_05244,variant,30.35,35.02
u_05245,variant,35.95,40.79
u_05246,variant,40.62,45.29
u_05247,variant,42.23,30.87
u_05248,variant,50.99,35.94
u_05249,variant,49.21,48.17
u_05250,variant,48.92,40.43
u_05251,variant,44.84,30.38
u_05252,variant,43.25,35.97
u_05253,variant,20.89,17.82
u_05254,variant,58.19,55.27
u_05255,variant,34.67,37.79
u_05256,variant,25.75,20.97
u_05257,variant,17.71,12.13
u_05258,variant,30.92,38.83
u_05259,variant,65.54,47.77
u_05260,variant,62.59,65.13
u_05261,variant,28.9,24.48
u_05262,variant,41.96,63.57
u_05263,variant,99.96,101.62
u_05264,variant,67.13,78.05
u_05265,variant,46.37,48.33
u_05266,variant,53.18,46.33
u_05267,variant,51.48,52.56
u_05268,variant,40.01,40.17
u_05269,variant,79.84,65.43
u_05270,variant,25.51,28.4
u_05271,variant,67.22,45.14
u_05272,variant,28.39,1.0
u_05273,variant,74.67,76.32
u_05274,variant,48.22,36.17
u_05275,variant,16.92,21.1
u_05276,variant,92.95,72.66
u_05277,variant,35.88,35.43
u_05278,variant,15.89,17.48
u_05279,variant,91.01,111.83
u_05280,variant,36.76,33.42
u_05281,variant,38.14,19.35
u_05282,variant,50.4,51.61
u_05283,variant,22.94,20.63
u_05284,variant,37.12,39.24
u_05285,variant,76.78,71.9
u_05286,variant,111.96,107.12
u_05287,variant,47.59,57.93
u_05288,variant,59.69,52.08
u_05289,variant,94.53,83.29
u_05290,variant,49.91,24.26
u_05291,variant,34.24,20.47
u_05292,variant,56.94,62.78
u_05293,variant,18.94,17.82
u_05294,variant,42.64,30.56
u_05295,variant,21.78,21.57
u_05296,variant,85.04,68.32
u_05297,variant,40.53,52.85
u_05298,variant,63.1,50.28
u_05299,variant,33.92,20.47
u_05300,variant,56.21,54.75
u_05301,variant,52.93,66.39
u_05302,variant,105.77,93.92
u_05303,variant,70.63,58.82
u_05304,variant,75.55,67.48
u_05305,variant,53.62,51.81
u_05306,variant,11.9,17.37
u_05307,variant,44.11,47.31
u_05308,variant,44.01,47.56
u_05309,variant,49.31,49.1
u_05310,variant,33.66,47.99
u_05311,variant,48.59,42.47
u_05312,variant,36.53,31.61
u_05313,variant,73.5,59.3
u_05314,variant,26.23,12.69
u_05315,variant,108.04,93.01
u_05316,variant,52.34,61.33
u_05317,variant,76.03,70.6
u_05318,variant,32.6,30.15
u_05319,variant,36.78,20.83
u_05320,variant,57.12,44.16
u_05321,variant,44.71,59.32
u_05322,variant,59.76,68.47
u_05323,variant,32.95,48.38
u_05324,variant,101.47,100.91
u_05325,variant,31.35,22.75
u_05326,variant,30.22,8.74
u_05327,variant,22.33,35.28
u_05328,variant,50.21,18.91
u_05329,variant,71.29,72.01
u_05330,variant,54.35,52.16
u_05331,variant,5.01,5.44
u_05332,variant,13.58,27.03
u_05333,variant,43.56,54.98
u_05334,variant,41.92,42.69
u_05335,variant,58.22,33.61
u_05336,variant,44.01,53.89
u_05337,variant,91.48,95.6
u_05338,variant,76.85,61.49
u_05339,variant,50.04,32.79
u_05340,variant,50.87,50.7
u_05341,variant,46.64,32.07
u_05342,variant,1.0,13.47
u_05343,variant,38.45,35.88
u_05344,variant,33.47,24.79
u_05345,variant,26.03,27.53
u_05346,variant,34.61,24.62
u_05347,variant,40.35,44.2
u_05348,variant,52.61,47.08
u_05349,variant,34.36,33.32
u_05350,variant,83.59,69.04
u_05351,variant,32.66,16.44
u_05352,variant,79.61,63.93
u_05353,variant,56.02,47.7
u_05354,variant,30.78,23.09
u_05355,variant,43.39,39.66
u_05356,variant,97.87,78.2
u_05357,variant,10.63,24.43
u_05358,variant,103.42,87.68
u_05359,variant,51.13,59.39
u_05360,variant,52.78,48.31
u_05361,variant,59.69,52.86
u_05362,variant,49.09,30.29
u_05363,variant,18.52,17.37
u_05364,variant,20.62,16.14
u_05365,variant,36.16,40.84
u_05366,variant,57.07,52.24
u_05367,variant,61.72,54.39
u_05368,variant,48.99,49.17
u_05369,variant,66.06,47.96
u_05370,variant,123.05,106.04
u_05371,variant,42.29,41.51
u_05372,variant,74.81,91.52
u_05373,variant,55.74,75.56
u_05374,variant,122.9,117.14
u_05375,variant,53.89,34.37
u_05376,variant,43.03,48.96
u_05377,variant,80.63,67.8
u_05378,variant,98.2,71.3
u_05379,variant,32.45,32.8
u_05380,variant,54.56,52.39
u_05381,variant,71.96,59.93
u_05382,variant,72.58,50.5
u_05383,variant,60.08,47.94
u_05384,variant,30.99,23.75
u_05385,variant,67.68,61.19
u_05386,variant,50.84,63.88
u_05387,variant,58.7,36.78
u_05388,variant,33.25,43.26
u_05389,variant,104.11,82.29
u_05390,variant,35.41,35.12
u_05391,variant,68.24,77.61
u_05392,variant,38.3,21.44
u_05393,variant,83.54,58.3
u_05394,variant,25.61,44.0
u_05395,variant,73.2,76.07
u_05396,variant,114.49,104.4
u_05397,variant,87.78,112.24
u_05398,variant,95.81,88.81
u_05399,variant,56.94,56.28
u_05400,variant,33.77,28.7
u_05401,variant,14.02,14.24
u_05402,variant,45.11,36.74
u_05403,variant,71.65,69.49
u_05404,variant,58.16,61.75
u_05405,variant,135.98,112.78
u_05406,variant,31.23,36.9
u_05407,variant,94.69,98.34
u_05408,variant,47.09,27.6
u_05409,variant,23.33,22.22
u_05410,variant,46.21,49.88
u_05411,variant,64.38,67.02
u_05412,variant,94.14,85.3
u_05413,variant,36.4,45.77
u_05414,variant,47.26,56.79
u_05415,variant,52.48,41.44
u_05416,variant,48.31,37.3
u_05417,variant,119.13,92.9
u_05418,variant,75.8,64.54
u_05419,variant,4.2,12.03
u_05420,variant,63.12,48.04
u_05421,variant,20.92,17.87
u_05422,variant,44.22,54.1
u_05423,variant,23.1,11.6
u_05424,variant,79.77,63.31
u_05425,variant,28.26,5.01
